IDOE_CORPORATION_ID,CORPORATION_NAME,IDOE_SCHOOL_ID,SCHOOL_NAME,2016 Grade
2980,White River Valley School District,2457,Lyons Elementary School,B
2980,White River Valley School District,2460,Worthington Elementary School,B
3005,Hamilton Southeastern Schools,2466,Brooks School Elementary,A
3005,Hamilton Southeastern Schools,2468,New Britton Elementary School,A
3005,Hamilton Southeastern Schools,2469,Fishers Elementary School,A
3005,Hamilton Southeastern Schools,2470,Cumberland Road Elem School,B
3005,Hamilton Southeastern Schools,2471,Hoosier Road Elementary School,A
3005,Hamilton Southeastern Schools,2473,Fall Creek Elementary School,B
3005,Hamilton Southeastern Schools,2474,Geist Elementary School,A
3005,Hamilton Southeastern Schools,2475,Lantern Road Elementary School,A
3005,Hamilton Southeastern Schools,2476,Fishers Junior High School,B
3005,Hamilton Southeastern Schools,2479,Sand Creek Intermediate School,A
3005,Hamilton Southeastern Schools,2481,Harrison Parkway Elem School,A
3005,Hamilton Southeastern Schools,2482,Sand Creek Elementary,A
3005,Hamilton Southeastern Schools,2483,Thorpe Creek Elementary,A
3005,Hamilton Southeastern Schools,2485,Fall Creek Intermediate Sch,A
3005,Hamilton Southeastern Schools,2486,Fall Creek Junior High,A
3005,Hamilton Southeastern Schools,2487,Fishers High School,A
3005,Hamilton Southeastern Schools,2489,Hamilton SE Int and Jr High Sch,A
3005,Hamilton Southeastern Schools,2490,Riverside Junior High,A
3005,Hamilton Southeastern Schools,2497,Durbin Elementary School,B
3005,Hamilton Southeastern Schools,2499,Hamilton Southeastern HS,A
3005,Hamilton Southeastern Schools,2500,Riverside Intermediate School,A
3025,Hamilton Heights School Corp,2477,Hamilton Heights High School,B
3025,Hamilton Heights School Corp,2478,Hamilton Heights Elem School,C
3025,Hamilton Heights School Corp,2501,Hamilton Heights Middle Sch,C
3025,Hamilton Heights School Corp,2502,Hamilton Heights Primary School,C
3030,Westfield-Washington Schools,2491,Westfield Middle School,B
3030,Westfield-Washington Schools,2492,Shamrock Springs Elementary School,A
3030,Westfield-Washington Schools,2493,Westfield High School,B
3030,Westfield-Washington Schools,2494,Carey Ridge Elementary School,A
3030,Westfield-Washington Schools,2495,Washington Woods Elementary School,B
3030,Westfield-Washington Schools,2496,Oak Trace Elementary School,A
3030,Westfield-Washington Schools,2498,Monon Trail Elementary School,A
3030,Westfield-Washington Schools,2503,Westfield Intermediate School,B
3030,Westfield-Washington Schools,2504,Maple Glen Elementary,A
3055,Sheridan Community Schools,2463,Sheridan High School,B
3055,Sheridan Community Schools,2465,Sheridan Elementary School,B
3055,Sheridan Community Schools,6780,Sheridan Middle School,F
3060,Carmel Clay Schools,2505,Carmel High School,A
3060,Carmel Clay Schools,2506,Clay Middle School,A
3060,Carmel Clay Schools,2507,Woodbrook Elementary School,A
3060,Carmel Clay Schools,2508,Cherry Tree Elementary School,A
3060,Carmel Clay Schools,2509,Carmel Elementary School,B
3060,Carmel Clay Schools,2510,College Wood Elementary School,A
3060,Carmel Clay Schools,2511,Carmel Middle School,B
3060,Carmel Clay Schools,2512,Smoky Row Elementary School,A
3060,Carmel Clay Schools,2513,Orchard Park Elementary School,A
3060,Carmel Clay Schools,2515,Prairie Trace Elementary School,A
3060,Carmel Clay Schools,2516,Mohawk Trails Elementary School,A
3060,Carmel Clay Schools,2518,Forest Dale Elementary School,A
3060,Carmel Clay Schools,2520,Creekside Middle School,A
3060,Carmel Clay Schools,2522,Towne Meadow Elementary School,A
3060,Carmel Clay Schools,2526,West Clay Elementary School,A
3070,Noblesville Schools,2517,Noblesville High School,B
3070,Noblesville Schools,2521,Noblesville East Middle School,B
3070,Noblesville Schools,2523,Hinkle Creek Elementary School,A
3070,Noblesville Schools,2529,North Elementary School,B
3070,Noblesville Schools,2533,Stony Creek Elementary School,B
3070,Noblesville Schools,2537,Noble Crossing Elementary School,A
3070,Noblesville Schools,2538,Hazel Dell Elementary School,A
3070,Noblesville Schools,2539,Promise Road Elementary,A
3070,Noblesville Schools,2542,Noblesville West Middle School,B
3070,Noblesville Schools,2547,White River Elementary School,C
3115,Southern Hancock Co Com Sch Corp,2563,Brandywine Elementary School,B
3115,Southern Hancock Co Com Sch Corp,2564,New Palestine Elementary School,C
3115,Southern Hancock Co Com Sch Corp,2565,New Palestine High School,B
3115,Southern Hancock Co Com Sch Corp,2566,Doe Creek Middle School,A
3115,Southern Hancock Co Com Sch Corp,2567,Sugar Creek Elementary Sch,B
3125,Greenfield-Central Com Schools,2577,Maxwell Intermediate School,B
3125,Greenfield-Central Com Schools,2579,Greenfield Central Junior High Sch,B
3125,Greenfield-Central Com Schools,2581,Eden Elementary School,A
3125,Greenfield-Central Com Schools,2588,JB Stephens Elementary School,B
3125,Greenfield-Central Com Schools,2593,Greenfield Intermediate School,B
3125,Greenfield-Central Com Schools,2595,Greenfield-Central High School,B
3125,Greenfield-Central Com Schools,2597,Harris Elementary School,B
3125,Greenfield-Central Com Schools,2609,Weston Elementary School,B
3135,Mt Vernon Community School Corp,2558,Fortville Elementary School,C
3135,Mt Vernon Community School Corp,2559,Mt Vernon Middle School,C
3135,Mt Vernon Community School Corp,2561,Mt Comfort Elementary School,C
3135,Mt Vernon Community School Corp,2569,Mt Vernon High School,B
3135,Mt Vernon Community School Corp,2570,McCordsville Elementary School,D
3145,Eastern Hancock Co Com Sch Corp,2582,Eastern Hancock Middle School,A
3145,Eastern Hancock Co Com Sch Corp,2585,Eastern Hancock High School,B
3145,Eastern Hancock Co Com Sch Corp,2586,Eastern Hancock Elementary School,C
3160,Lanesville Community School Corp,2611,Lanesville Elementary School,B
3160,Lanesville Community School Corp,2613,Lanesville Jr-Sr HS,B
3180,North Harrison Com School Corp,2621,Morgan Elementary School,A
3180,North Harrison Com School Corp,2625,North Harrison Middle School,B
3180,North Harrison Com School Corp,2629,North Harrison High School,B
3180,North Harrison Com School Corp,2633,North Harrison Elementary School,B
3190,South Harrison Com Schools,2640,Corydon Central High School,A
3190,South Harrison Com Schools,2643,Corydon Central Jr High School,B
3190,South Harrison Com Schools,2645,Corydon Elementary School,B
3190,South Harrison Com Schools,2649,New Middletown Elementary School,B
3190,South Harrison Com Schools,2653,Heth-Washington Elementary School,B
3190,South Harrison Com Schools,2663,Corydon Intermediate School,B
3190,South Harrison Com Schools,2667,South Central Elementary,A
3190,South Harrison Com Schools,2670,South Central Jr & Sr High School,B
3295,North West Hendricks Schools,2682,Tri-West Middle School,B
3295,North West Hendricks Schools,2684,Pittsboro Primary School,A
3295,North West Hendricks Schools,2685,North Salem Elementary School,A
3295,North West Hendricks Schools,2725,Pittsboro Elementary,A
3295,North West Hendricks Schools,2731,Tri-West Senior High School,B
3305,Brownsburg Community School Corp,2706,Brown Elementary School,A
3305,Brownsburg Community School Corp,2709,Brownsburg High School,A
3305,Brownsburg Community School Corp,2711,Eagle Elementary School,A
3305,Brownsburg Community School Corp,2713,Brownsburg West Middle School,A
3305,Brownsburg Community School Corp,2714,Reagan Elementary School,A
3305,Brownsburg Community School Corp,2718,Delaware Trail Elementary School,A
3305,Brownsburg Community School Corp,2720,Brownsburg East Middle School,A
3305,Brownsburg Community School Corp,2723,White Lick Elementary School,A
3305,Brownsburg Community School Corp,2727,Cardinal Elementary School,A
3315,Avon Community School Corp,2726,River Birch Elementary School,B
3315,Avon Community School Corp,2728,Avon Intermediate School East,C
3315,Avon Community School Corp,2729,Avon Intermediate School West,A
3315,Avon Community School Corp,2730,Avon Middle School North,B
3315,Avon Community School Corp,2733,Maple Elementary School,A
3315,Avon Community School Corp,2734,White Oak Elementary School,A
3315,Avon Community School Corp,2735,Sycamore Elementary School,A
3315,Avon Community School Corp,2736,Avon Middle School South,B
3315,Avon Community School Corp,2737,Avon High School,B
3315,Avon Community School Corp,2738,Cedar Elementary School,B
3315,Avon Community School Corp,2739,Pine Tree Elementary School,A
3315,Avon Community School Corp,2740,Hickory Elementary School,B
3325,Danville Community School Corp,2721,North Elementary School,B
3325,Danville Community School Corp,2741,Danville Community High School,B
3325,Danville Community School Corp,2743,Danville Middle School,A
3325,Danville Community School Corp,2745,South Elementary School,B
3330,Plainfield Community School Corp,2748,Clarks Creek Elementary,A
3330,Plainfield Community School Corp,2749,Plainfield High School,B
3330,Plainfield Community School Corp,2750,Plainfield Community Middle School,A
3330,Plainfield Community School Corp,2751,Central Elementary School,A
3330,Plainfield Community School Corp,2761,Van Buren Elementary School,A
3330,Plainfield Community School Corp,2763,Brentwood Elementary School,A
3335,Mill Creek Community Sch Corp,2675,Mill Creek East Elementary,B
3335,Mill Creek Community Sch Corp,2677,Mill Creek West Elementary,C
3335,Mill Creek Community Sch Corp,2687,Cascade Middle School,B
3335,Mill Creek Community Sch Corp,2692,Cascade Senior High School,A
3405,Blue River Valley Schools,2801,Blue River Valley Jr-Sr High Sch,B
3405,Blue River Valley Schools,2803,Blue River Valley Elementary Sch,B
3415,South Henry School Corp,2773,Tri Junior-Senior High School,C
3415,South Henry School Corp,2777,Tri-Elementary School,C
3435,Shenandoah School Corporation,2815,Shenandoah Elementary School,B
3435,Shenandoah School Corporation,2817,Shenandoah High School,B
3435,Shenandoah School Corporation,2819,Shenandoah Middle School,B
3445,New Castle Community School Corp,2825,New Castle High School,B
3445,New Castle Community School Corp,2829,New Castle Middle School,C
3445,New Castle Community School Corp,2832,Eastwood Elementary School,C
3445,New Castle Community School Corp,2847,Parker Elementary School,D
3445,New Castle Community School Corp,2849,James Whitcomb Riley Elem School,A
3445,New Castle Community School Corp,2853,Sunnyside Elementary School,B
3445,New Castle Community School Corp,2861,Westwood Elementary School,A
3445,New Castle Community School Corp,2865,Wilbur Wright Elementary School,C
3455,C A Beard Memorial School Corp,2869,Knightstown High School,B
3455,C A Beard Memorial School Corp,2870,Knightstown Intermediate School,C
3455,C A Beard Memorial School Corp,2887,Knightstown Elementary School,B
3460,Taylor Community School Corp,2894,Taylor High School,C
3460,Taylor Community School Corp,2895,Taylor Elementary School,C
3460,Taylor Community School Corp,2896,Taylor Middle School,D
3470,Northwestern School Corp,2897,Northwestern Sr High Sch,A
3470,Northwestern School Corp,2904,Northwestern Elementary Sch,C
3470,Northwestern School Corp,2905,Howard Elementary School,B
3470,Northwestern School Corp,2907,Northwestern Middle School,A
3480,Eastern Howard School Corporation,2909,Eastern Elementary School,C
3480,Eastern Howard School Corporation,2914,Eastern Middle School,A
3480,Eastern Howard School Corporation,2919,Eastern High School,B
3490,Western School Corp,2921,Western High School,A
3490,Western School Corp,2922,Western Middle School,A
3490,Western School Corp,2923,Western Intermediate School,B
3490,Western School Corp,2935,Western Primary School,B
3500,Kokomo School Corporation,2943,Sycamore Elementary School,B
3500,Kokomo School Corporation,2945,Bon Air Elementary School,F
3500,Kokomo School Corporation,2947,Boulevard Elementary School,C
3500,Kokomo School Corporation,2951,Bon Air Middle School,F
3500,Kokomo School Corporation,2955,Central Middle School,C
3500,Kokomo School Corporation,2961,Elwood Haynes Elementary School,D
3500,Kokomo School Corporation,2963,Maple Crest Middle School,D
3500,Kokomo School Corporation,2969,Lafayette Park Elementary School,C
3500,Kokomo School Corporation,2993,Pettit Park School,F
3500,Kokomo School Corporation,3005,Wallace Elementary School,B
3500,Kokomo School Corporation,3013,Kokomo High School,C
3625,Huntington Co Com Sch Corp,3021,Andrews Elementary School,B
3625,Huntington Co Com Sch Corp,3025,Riverview School,A
3625,Huntington Co Com Sch Corp,3029,Roanoke Elementary School,A
3625,Huntington Co Com Sch Corp,3035,Salamonie School,C
3625,Huntington Co Com Sch Corp,3037,Lancaster Elementary School,C
3625,Huntington Co Com Sch Corp,3061,Crestview Middle School,B
3625,Huntington Co Com Sch Corp,3065,Huntington North High School,B
3625,Huntington Co Com Sch Corp,3075,Northwest Elementary School,A
3625,Huntington Co Com Sch Corp,3077,Flint Springs Elementary,C
3625,Huntington Co Com Sch Corp,3081,Lincoln Elementary School,C
3640,Medora Community School Corp,3093,Medora Jr & Sr High School,B
3640,Medora Community School Corp,3095,Medora Elementary School,D
3675,Seymour Community Schools,3105,Cortland Elementary School,A
3675,Seymour Community Schools,3133,Seymour Senior High School,B
3675,Seymour Community Schools,3135,Margaret R Brown Elementary School,C
3675,Seymour Community Schools,3138,Seymour Middle School,D
3675,Seymour Community Schools,3141,Emerson Elementary School,B
3675,Seymour Community Schools,3153,Seymour-Jackson Elementary School,C
3675,Seymour Community Schools,3157,Seymour-Redding Elementary School,B
3695,Brownstown Cnt Com Sch Corp,3107,Brownstown Central Middle School,B
3695,Brownstown Cnt Com Sch Corp,3126,Brownstown Central High School,B
3695,Brownstown Cnt Com Sch Corp,3129,Brownstown Elementary School,C
3710,Crothersville Community Schools,3121,Crothersville Jr-Sr High School,B
3710,Crothersville Community Schools,3122,Crothersville Elementary School,B
3785,Kankakee Valley School Corp,3181,Kankakee Valley High School,B
3785,Kankakee Valley School Corp,3183,Kankakee Valley Middle School,C
3785,Kankakee Valley School Corp,3184,DeMotte Elementary School,B
3785,Kankakee Valley School Corp,3197,Wheatfield Elementary School,B
3785,Kankakee Valley School Corp,3198,Kankakee Valley Intermediate Sch,B
3815,Rensselaer Central School Corp,3201,Rensselaer Central High School,B
3815,Rensselaer Central School Corp,3205,Van Rensselaer Elementary School,B
3815,Rensselaer Central School Corp,3213,Rensselaer Central Primary School,B
3815,Rensselaer Central School Corp,3221,Rensselaer Middle School,A
3945,Jay School Corporation,3239,Jay County High School,B
3945,Jay School Corporation,3241,Bloomfield Elementary School,A
3945,Jay School Corporation,3247,Redkey Elementary School,A
3945,Jay School Corporation,3257,Pennville Elementary School,A
3945,Jay School Corporation,3265,East Jay County Middle School,B
3945,Jay School Corporation,3273,General Shanks Elem School,B
3945,Jay School Corporation,3277,Judge Haynes Elementary School,A
3945,Jay School Corporation,3285,West Jay County Middle School,C
3945,Jay School Corporation,3287,East Elementary School,A
3945,Jay School Corporation,3289,Westlawn Elementary School,B
3995,Madison Consolidated Schools,3301,Deputy Elementary School,B
3995,Madison Consolidated Schools,3309,Madison Consolidated High School,B
3995,Madison Consolidated Schools,3313,Madison Consolidated Jr High Sch,C
3995,Madison Consolidated Schools,3321,Rykers' Ridge Elementary School,C
3995,Madison Consolidated Schools,3329,Lydia Middleton Elementary School,A
3995,Madison Consolidated Schools,3333,Emery O Muncie Elementary School,B
4000,Southwestern-Jefferson Co Con,3337,Southwestern High School,B
4000,Southwestern-Jefferson Co Con,3341,Southwestern Elementary School,C
4000,Southwestern-Jefferson Co Con,3343,Southwestern Middle School,D
4015,Jennings County School Corporation,3345,Jennings County High School,B
4015,Jennings County School Corporation,3349,Sand Creek Elementary School,B
4015,Jennings County School Corporation,3357,Scipio Elementary School,B
4015,Jennings County School Corporation,3361,Graham Creek Elementary School,B
4015,Jennings County School Corporation,3385,Hayden Elementary School,D
4015,Jennings County School Corporation,3389,Brush Creek Elementary School,B
4015,Jennings County School Corporation,3393,Jennings County Middle School,B
4015,Jennings County School Corporation,3397,North Vernon Elementary School,B
4145,Clark-Pleasant Community Sch Corp,3401,Clark Elementary School,B
4145,Clark-Pleasant Community Sch Corp,3421,Whiteland Community High School,B
4145,Clark-Pleasant Community Sch Corp,3422,Clark Pleasant Intermediate School,C
4145,Clark-Pleasant Community Sch Corp,3423,Sawmill Woods Elementary School,C
4145,Clark-Pleasant Community Sch Corp,3425,Whiteland Elementary School,B
4145,Clark-Pleasant Community Sch Corp,3427,Clark Pleasant Middle School,A
4145,Clark-Pleasant Community Sch Corp,3429,Break-O-Day Elementary School,C
4145,Clark-Pleasant Community Sch Corp,3430,Pleasant Crossing Elementary,C
4205,Center Grove Community School Corp,3434,Sugar Grove Elementary School,B
4205,Center Grove Community School Corp,3435,Center Grove Elementary School,B
4205,Center Grove Community School Corp,3437,Center Grove High School,B
4205,Center Grove Community School Corp,3439,Maple Grove Elementary School,A
4205,Center Grove Community School Corp,3440,North Grove Elementary School,C
4205,Center Grove Community School Corp,3441,Center Grove Middle School Central,A
4205,Center Grove Community School Corp,3443,Center Grove Middle School North,B
4205,Center Grove Community School Corp,3444,Pleasant Grove Elementary School,B
4215,Edinburgh Community School Corp,3447,Edinburgh Community High School,B
4215,Edinburgh Community School Corp,3449,Edinburgh Comm Middle School,C
4215,Edinburgh Community School Corp,3452,East Side Elementary School,B
4225,Franklin Community School Corp,3413,Needham Elementary School,B
4225,Franklin Community School Corp,3433,Union Elementary School,B
4225,Franklin Community School Corp,3445,Franklin Community High School,B
4225,Franklin Community School Corp,3457,Franklin Community Middle School,C
4225,Franklin Community School Corp,3458,Custer Baker Intermediate School,B
4225,Franklin Community School Corp,3461,Northwood Elementary School,B
4225,Franklin Community School Corp,3465,Webb Elementary School,B
4225,Franklin Community School Corp,3467,Creekside Elementary School,B
4245,Greenwood Community Sch Corp,3473,Greenwood Community High Sch,A
4245,Greenwood Community Sch Corp,3475,Greenwood Middle School,A
4245,Greenwood Community Sch Corp,3477,Greenwood Northeast Elementary Sch,C
4245,Greenwood Community Sch Corp,3479,Westwood Elementary School,A
4245,Greenwood Community Sch Corp,3481,V O Isom Central Elem School,C
4245,Greenwood Community Sch Corp,3483,Southwest Elementary School,A
4255,Nineveh-Hensley-Jackson United,3409,Indian Creek Elementary School,B
4255,Nineveh-Hensley-Jackson United,3411,Indian Creek Intermediate School,B
4255,Nineveh-Hensley-Jackson United,3418,Indian Creek Middle School,B
4255,Nineveh-Hensley-Jackson United,3419,Indian Creek Sr High School,B
4315,North Knox School Corp,3521,North Knox Primary School,B
4315,North Knox School Corp,3537,North Knox Jr-Sr High School,C
4315,North Knox School Corp,3545,North Knox Intermediate,B
4325,South Knox School Corp,3489,South Knox Elementary School,B
4325,South Knox School Corp,3490,South Knox Middle-High School,B
4335,Vincennes Community School Corp,3509,Benjamin Franklin Elementary Sch,A
4335,Vincennes Community School Corp,3553,Lincoln High School,B
4335,Vincennes Community School Corp,3557,George Rogers Clark School,B
4335,Vincennes Community School Corp,3573,James Whitcomb Riley Elem Sch,C
4335,Vincennes Community School Corp,3577,Tecumseh-Harrison Elementary Sch,A
4335,Vincennes Community School Corp,3581,Francis Vigo Elementary School,C
4345,Wawasee Community School Corp,3625,North Webster Elementary School,C
4345,Wawasee Community School Corp,3630,Wawasee Middle School,C
4345,Wawasee Community School Corp,3635,Milford School,C
4345,Wawasee Community School Corp,3637,Syracuse Elementary School,C
4345,Wawasee Community School Corp,3639,Wawasee High School,C
4415,Warsaw Community Schools,3589,Claypool Elementary School,B
4415,Warsaw Community Schools,3607,Lakeview Middle School,D
4415,Warsaw Community Schools,3608,Eisenhower Elementary School,B
4415,Warsaw Community Schools,3610,Harrison Elementary School,B
4415,Warsaw Community Schools,3613,Leesburg Elementary School,B
4415,Warsaw Community Schools,3647,Warsaw Community High School,B
4415,Warsaw Community Schools,3653,Edgewood Middle School,B
4415,Warsaw Community Schools,3661,Jefferson Elementary School,B
4415,Warsaw Community Schools,3665,Lincoln Elementary School,A
4415,Warsaw Community Schools,3673,Madison Elementary School,C
4415,Warsaw Community Schools,3677,Washington Elementary School,B
4445,Tippecanoe Valley School Corp,2139,Akron Elementary School,C
4445,Tippecanoe Valley School Corp,3602,Tippecanoe Valley High School,B
4445,Tippecanoe Valley School Corp,3603,Mentone Elementary School,B
4445,Tippecanoe Valley School Corp,3619,Tippecanoe Valley Middle School,C
4455,Whitko Community School Corp,3642,Pierceton Elementary School,C
4455,Whitko Community School Corp,3644,Whitko Middle School,C
4455,Whitko Community School Corp,9173,South Whitley Elementary School,B
4455,Whitko Community School Corp,9191,Whitko High School,B
4515,Prairie Heights Community Sch Corp,3686,Prairie Heights Elementary School,D
4515,Prairie Heights Community Sch Corp,3688,Prairie Heights Middle School,C
4515,Prairie Heights Community Sch Corp,3690,Prairie Heights Sr High School,B
4525,Westview School Corporation,3697,Westview Jr-Sr High School,A
4525,Westview School Corporation,3698,Topeka Elementary School,B
4525,Westview School Corporation,3702,Westview Elementary School,B
4525,Westview School Corporation,3704,Meadowview Elementary School,A
4525,Westview School Corporation,3714,Shipshewana-Scott Elementary Sch,C
4535,Lakeland School Corporation,3730,Lakeland High School,B
4535,Lakeland School Corporation,3731,Parkside Elementary School,B
4535,Lakeland School Corporation,3741,Wolcott Mills Elementary Sch,D
4535,Lakeland School Corporation,3743,Lakeland Middle School,D
4535,Lakeland School Corporation,3745,Lima-Brighton Elementary,C
4580,Hanover Community School Corp,3781,Jane Ball Elementary School,A
4580,Hanover Community School Corp,3782,Lincoln Elementary School,B
4580,Hanover Community School Corp,3784,Hanover Central Middle School,B
4580,Hanover Community School Corp,3785,Hanover Central High School,B
4590,River Forest Community Sch Corp,3791,River Forest High School,C
4590,River Forest Community Sch Corp,3797,Henry S Evans Elementary School,D
4590,River Forest Community Sch Corp,3801,River Forest Middle School,F
4590,River Forest Community Sch Corp,3805,John I Meister Elementary School,F
4600,Merrillville Community School,3809,Merrillville High School,C
4600,Merrillville Community School,3811,Pierce Middle School,C
4600,Merrillville Community School,3813,Merrillville Intermediate School,D
4600,Merrillville Community School,3821,Henry P Fieler Elementary School,C
4600,Merrillville Community School,3822,Homer Iddings Elementary School,C
4600,Merrillville Community School,3826,Edgar L Miller Elementary School,A
4600,Merrillville Community School,3827,John Wood Elementary School,A
4600,Merrillville Community School,3829,Jonas E Salk Elementary School,A
4615,Lake Central School Corporation,3831,Michael Grimmer Middle School,B
4615,Lake Central School Corporation,3833,Lake Central High School,B
4615,Lake Central School Corporation,3837,Kolling Elementary School,A
4615,Lake Central School Corporation,3838,Hal E Clark Middle School,C
4615,Lake Central School Corporation,3839,George Bibich Elementary School,A
4615,Lake Central School Corporation,3840,James H Watson Elementary School,A
4615,Lake Central School Corporation,3841,Kahler Middle School,B
4615,Lake Central School Corporation,3843,Protsman Elementary School,A
4615,Lake Central School Corporation,4349,Homan Elementary School,A
4615,Lake Central School Corporation,4351,Peifer Elementary School,A
4645,Tri-Creek School Corporation,3753,Oak Hill Elementary School,B
4645,Tri-Creek School Corporation,3845,Lake Prairie Elementary School,D
4645,Tri-Creek School Corporation,3848,Three Creeks Elem School,B
4645,Tri-Creek School Corporation,3851,Lowell Middle School,B
4645,Tri-Creek School Corporation,3865,Lowell Senior High School,B
4650,Lake Ridge New Tech Schools,3869,Calumet New Tech High School,C
4650,Lake Ridge New Tech Schools,3885,Longfellow New Tech Elementary Sch,B
4650,Lake Ridge New Tech Schools,3889,Hosford Park New Tech Elementary ,A
4650,Lake Ridge New Tech Schools,3893,Lake Ridge New Tech Middle School,D
4660,Crown Point Community School Corp,3761,Robert Taft Middle School,B
4660,Crown Point Community School Corp,3769,Douglas MacArthur Elem School,A
4660,Crown Point Community School Corp,3773,Dwight D Eisenhower Elem School,B
4660,Crown Point Community School Corp,3854,Winfield Elementary School,A
4660,Crown Point Community School Corp,3901,Crown Point High School,A
4660,Crown Point Community School Corp,3903,Lake Street Elementary School,A
4660,Crown Point Community School Corp,3905,Solon Robinson Elementary School,A
4660,Crown Point Community School Corp,3907,Jerry Ross Elementary School,A
4660,Crown Point Community School Corp,3913,Timothy Ball Elementary School,B
4660,Crown Point Community School Corp,3915,Colonel John Wheeler Middle School,B
4670,School City of East Chicago,3924,East Chicago Central High School,D
4670,School City of East Chicago,3937,Carrie Gosch Elementary School,F
4670,School City of East Chicago,3941,Benjamin Harrison Elementary Sch,D
4670,School City of East Chicago,3945,Abraham Lincoln Elementary School,D
4670,School City of East Chicago,3953,William McKinley Elementary School,F
4670,School City of East Chicago,3961,George Washington Elementary Sch,F
4670,School City of East Chicago,3963,Joseph Block Middle School,D
4670,School City of East Chicago,3967,West Side Middle School,F
4680,Lake Station Community Schools,3965,Thomas A Edison Jr-Sr HS,C
4680,Lake Station Community Schools,3973,Alexander Hamilton Elementary Sch,C
4680,Lake Station Community Schools,3975,Virgil I Bailey Elementary School,B
4680,Lake Station Community Schools,3985,Carl J Polk Elementary School,D
4690,Gary Community School Corp,4053,Benjamin Banneker Achievement Ctr,C
4690,Gary Community School Corp,4061,Beveridge Elementary School,F
4690,Gary Community School Corp,4081,Dr Bernard C Watson Acad for Boys,F
4690,Gary Community School Corp,4086,Frankie W McCullough Acad for Girl,A
4690,Gary Community School Corp,4104,Jefferson Elementary School,F
4690,Gary Community School Corp,4105,Bailly Preparatory Academy,D
4690,Gary Community School Corp,4113,New Tech Innovative Institute,F
4690,Gary Community School Corp,4121,Jacques Marquette Elem School,F
4690,Gary Community School Corp,4155,Glen Park Acad for Excel in Lrn,F
4690,Gary Community School Corp,4163,West Side Leadership Academy,D
4690,Gary Community School Corp,4168,Wm A Wirt/Emerson VPA,D
4690,Gary Community School Corp,4169,Daniel Hale Williams Elem Sch,F
4700,Griffith Public Schools,4171,Beiriger Elementary School,B
4700,Griffith Public Schools,4173,Griffith Senior High School,B
4700,Griffith Public Schools,4177,Griffith Middle School,C
4700,Griffith Public Schools,4185,Eldon Ready Elementary School,B
4700,Griffith Public Schools,4189,Elsie Wadsworth Elem Sch,A
4710,School City of Hammond,4411,George Rogers Clark Md/HS,C
4710,School City of Hammond,4413,Donald E Gavit Middle/High School,C
4710,School City of Hammond,4415,Hammond High School,D
4710,School City of Hammond,4417,Morton Senior High School,C
4710,School City of Hammond,4422,Joseph Hess Elementary School,C
4710,School City of Hammond,4425,Henry W Eggers Elem/Middle School,D
4710,School City of Hammond,4433,Charles N Scott Middle School,D
4710,School City of Hammond,4447,Columbia Elementary School,C
4710,School City of Hammond,4449,Thomas A Edison Elementary School,C
4710,School City of Hammond,4451,Benjamin Franklin Elementary Sch,B
4710,School City of Hammond,4453,Warren G Harding Elementary School,B
4710,School City of Hammond,4455,Washington Irving Elementary Sch,D
4710,School City of Hammond,4457,Thomas Jefferson Elementary School,C
4710,School City of Hammond,4459,Kenwood Elementary School,C
4710,School City of Hammond,4461,Lafayette Elementary School,B
4710,School City of Hammond,4463,Abraham Lincoln Elementary School,B
4710,School City of Hammond,4465,Maywood Elementary School,F
4710,School City of Hammond,4469,Morton Elementary School,C
4710,School City of Hammond,4479,Lew Wallace Elementary School,D
4710,School City of Hammond,4484,Frank O'Bannon Elementary School,D
4720,School Town of Highland,4281,Highland High School,B
4720,School Town of Highland,4283,Highland Middle School,A
4720,School Town of Highland,4285,Judith Morton Johnston Elementary,A
4720,School Town of Highland,4290,Mildred Merkley Elementary School,C
4720,School Town of Highland,4301,Southridge Elementary School,B
4720,School Town of Highland,4303,Allen J Warren Elementary School,C
4730,School City of Hobart,4305,Hobart High School,B
4730,School City of Hobart,4309,Hobart Middle School,C
4730,School City of Hobart,4311,The Early Lrn Cntr at George Earle,B
4730,School City of Hobart,4317,Liberty Elementary School,A
4730,School City of Hobart,4325,Ridge View Elementary School,C
4730,School City of Hobart,4327,Joan Martin Elementary School,A
4740,School Town of Munster,4332,Munster High School,A
4740,School Town of Munster,4333,Wilbur Wright Middle School,B
4740,School Town of Munster,4337,James B Eads Elementary School,C
4740,School Town of Munster,4341,Ernest R Elliott Elementary School,A
4740,School Town of Munster,4343,Frank H Hammond Elementary School,B
4760,School City of Whiting,4353,Whiting High School,B
4760,School City of Whiting,4356,Whiting Middle School,C
4760,School City of Whiting,4361,Nathan Hale Elementary School,B
4805,New Prairie United School Corp,4679,Prairie View Elementary School,B
4805,New Prairie United School Corp,4689,New Prairie High School,B
4805,New Prairie United School Corp,4693,Rolling Prairie Elementary School,A
4805,New Prairie United School Corp,7345,New Prairie Middle School,C
4805,New Prairie United School Corp,7349,Olive Township Elementary School,B
4860,M S D of New Durham Township,4699,Westville Elementary School,B
4860,M S D of New Durham Township,4701,Westville High School,C
4915,Tri-Township Cons School Corp,4692,LaCrosse School,B
4915,Tri-Township Cons School Corp,4696,Wanatah School,C
4925,Michigan City Area Schools,4373,Coolspring Elementary School,B
4925,Michigan City Area Schools,4713,Springfield Elementary School,C
