Corp,Corp Name,School,School Name,2019 Hold Harmless Grade
6795,Union School Corporation,7142,Indiana Digital Alternative School,No Grade
6805,Randolph Southern School Corp,7113,Randolph Southern Elementary Sch,A
6805,Randolph Southern School Corp,7121,Randolph Southern Jr-Sr High Sch,B
6820,Monroe Central School Corp,7151,Monroe Central Jr-Sr High School,B
6820,Monroe Central School Corp,7152,Monroe Central Elementary School,A
6825,Randolph Central School Corp,7125,Winchester Community High School,B
6825,Randolph Central School Corp,7129,Lee L Driver Middle School,C
6825,Randolph Central School Corp,7133,O R Baker Elementary School,B
6825,Randolph Central School Corp,7145,Willard Elementary School,B
6825,Randolph Central School Corp,7146,Deerfield Elementary School,A
6835,Randolph Eastern School Corp,7161,Union City Community Jr/Sr High ,C
6835,Randolph Eastern School Corp,7164,North Side Elementary School,A
6865,South Ripley Com Sch Corp,7174,South Ripley Junior High School,A
6865,South Ripley Com Sch Corp,7178,South Ripley Elementary School,A
6865,South Ripley Com Sch Corp,7182,South Ripley High School,B
6895,Batesville Community School Corp,7217,Batesville High School,A
6895,Batesville Community School Corp,7218,Batesville Primary School,B
6895,Batesville Community School Corp,7219,Batesville Middle School,A
6895,Batesville Community School Corp,7229,Batesville Intermediate School,B
6900,Jac-Cen-Del Community Sch Corp,7193,Jac-Cen-Del MS/HS,A
6900,Jac-Cen-Del Community Sch Corp,7203,Jac-Cen-Del Elementary School,B
6910,Milan Community Schools,7205,Milan High School,A
6910,Milan Community Schools,7207,Milan Middle School,B
6910,Milan Community Schools,7209,Milan Elementary School,B
6910,Milan Community Schools,7212,Milan Intermediate School,B
6995,Rush County Schools,7233,Milroy Elementary School,B
6995,Rush County Schools,7253,Arlington Elementary School,A
6995,Rush County Schools,7271,Rushville Elementary School East,A
6995,Rush County Schools,7272,Rushville Elementary School West,C
6995,Rush County Schools,7285,Rushville Consolidated High School,A
6995,Rush County Schools,7290,Benjamin Rush Middle School,C
7150,John Glenn School Corporation,5916,Harold C Urey Middle School,B
7150,John Glenn School Corporation,7453,John Glenn High School,A
7150,John Glenn School Corporation,7456,North Liberty School,A
7150,John Glenn School Corporation,7457,Walkerton Elementary School,A
7175,Penn-Harris-Madison School Corp,7323,Walt Disney Elementary School,B
7175,Penn-Harris-Madison School Corp,7324,Prairie Vista Elementary School,A
7175,Penn-Harris-Madison School Corp,7329,Mary Frank Harris Elementary Sch,B
7175,Penn-Harris-Madison School Corp,7334,Schmucker Middle School,B
7175,Penn-Harris-Madison School Corp,7336,Virgil I Grissom Middle School,C
7175,Penn-Harris-Madison School Corp,7341,Madison Elementary School,B
7175,Penn-Harris-Madison School Corp,7353,Penn High School,A
7175,Penn-Harris-Madison School Corp,7361,Elm Road Elementary School,A
7175,Penn-Harris-Madison School Corp,7365,Elsie Rogers Elementary School,A
7175,Penn-Harris-Madison School Corp,7372,Discovery Middle School,A
7175,Penn-Harris-Madison School Corp,7377,Moran Elementary School,A
7175,Penn-Harris-Madison School Corp,7379,Bittersweet Elementary School,A
7175,Penn-Harris-Madison School Corp,7383,Horizon Elementary School,A
7175,Penn-Harris-Madison School Corp,7386,Meadow's Edge Elementary School,C
7175,Penn-Harris-Madison School Corp,7390,Northpoint Elementary School,A
7200,School City of Mishawaka,7459,Fred J Hums Elementary School,C
7200,School City of Mishawaka,7461,Mishawaka High School,B
7200,School City of Mishawaka,7465,John J Young Middle School,C
7200,School City of Mishawaka,7469,Battell Elementary School,C
7200,School City of Mishawaka,7473,Beiger Elementary School,D
7200,School City of Mishawaka,7478,Liberty Elementary School,C
7200,School City of Mishawaka,7481,Emmons Elementary School,D
7200,School City of Mishawaka,7485,Lasalle Elementary School,D
7200,School City of Mishawaka,7499,Twin Branch Elementary School,C
7205,South Bend Community School Corp,7313,Hay Elementary School,D
7205,South Bend Community School Corp,7417,Warren Elementary School,D
7205,South Bend Community School Corp,7421,Clay High School,C
7205,South Bend Community School Corp,7425,Clay International Academy,D
7205,South Bend Community School Corp,7435,Darden Elementary School,D
7205,South Bend Community School Corp,7441,Swanson Traditional School,B
7205,South Bend Community School Corp,7505,Adams High School,A
7205,South Bend Community School Corp,7510,Jackson Middle School,D
7205,South Bend Community School Corp,7512,LaSalle Academy,B
7205,South Bend Community School Corp,7513,Riley High School,B
7205,South Bend Community School Corp,7517,Washington High School,C
7205,South Bend Community School Corp,7533,Coquillard Elementary School ,F
7205,South Bend Community School Corp,7534,Rise Up Academy at Eggleston,C
7205,South Bend Community School Corp,7537,Edison Middle School,F
7205,South Bend Community School Corp,7545,Harrison Elementary School,D
7205,South Bend Community School Corp,7546,Hamilton Traditional School,D
7205,South Bend Community School Corp,7549,Jefferson Traditional School,C
7205,South Bend Community School Corp,7555,Kennedy Academy,B
7205,South Bend Community School Corp,7559,Dickinson Fine Arts Academy,D
7205,South Bend Community School Corp,7561,Lincoln Elementary School,D
7205,South Bend Community School Corp,7569,McKinley Elementary School,D
7205,South Bend Community School Corp,7573,Madison S.T.E.A.M. Academy ,C
7205,South Bend Community School Corp,7577,Marquette Montessori Academy,F
7205,South Bend Community School Corp,7585,Monroe Elementary School,D
7205,South Bend Community School Corp,7588,Wilson Elementary School,F
7205,South Bend Community School Corp,7593,Muessel Elementary School,F
7205,South Bend Community School Corp,7597,Navarre Middle School,F
7205,South Bend Community School Corp,7601,Nuner Fine Arts Academy,C
7205,South Bend Community School Corp,7621,Tarkington Elementary School,A
7215,Union-North United School Corp,7399,LaVille Jr-Sr High School,Appeal Pending
7215,Union-North United School Corp,7400,LaVille Elementary School,B
7230,Scott County School District 1,7629,Austin High School,B
7230,Scott County School District 1,7630,Austin Elementary School,C
7230,Scott County School District 1,7631,Austin Middle School,C
7255,Scott County School District 2,7633,Johnson Elementary School,A
7255,Scott County School District 2,7637,Lexington Elementary School,B
7255,Scott County School District 2,7641,Scottsburg Senior High School,B
7255,Scott County School District 2,7645,Scottsburg Middle School,C
7255,Scott County School District 2,7649,Scottsburg Elem School,B
7255,Scott County School District 2,7653,Vienna-Finley Elementary School,B
7285,Shelby Eastern Schools,7661,Morristown Jr-Sr High School,B
7285,Shelby Eastern Schools,7663,Morristown Elementary School,B
7285,Shelby Eastern Schools,7665,Waldron Jr-Sr High School,C
7285,Shelby Eastern Schools,7667,Waldron Elementary School,C
7350,Northwestern Con School Corp,7689,Triton Central High School,A
7350,Northwestern Con School Corp,7691,Triton Central Elementary School,B
7350,Northwestern Con School Corp,7697,Triton Central Middle School,B
7360,Southwestern Con Sch Shelby Co,7701,Southwestern High School,B
7360,Southwestern Con Sch Shelby Co,7703,Southwestern Elementary School,C
7365,Shelbyville Central Schools,7717,Shelbyville Sr High School,B
7365,Shelbyville Central Schools,7721,Shelbyville Middle School,B
7365,Shelbyville Central Schools,7725,Coulston Elementary School,B
7365,Shelbyville Central Schools,7729,Thomas A Hendricks Elementary Sch,C
7365,Shelbyville Central Schools,7733,William F Loper Elementary School,A
7385,North Spencer County Sch Corp,7751,Chrisney Elementary School,A
7385,North Spencer County Sch Corp,7753,David Turnham Education Center,A
7385,North Spencer County Sch Corp,7755,Nancy Hanks Elementary School,A
7385,North Spencer County Sch Corp,7759,Heritage Hills High School,A
7385,North Spencer County Sch Corp,7761,Heritage Hills Middle School,A
7385,North Spencer County Sch Corp,7767,Lincoln Trail Elementary School,A
7445,South Spencer County Sch Corp,7789,Luce Elementary School,B
7445,South Spencer County Sch Corp,7795,South Spencer High School,B
7445,South Spencer County Sch Corp,7797,South Spencer Middle School,A
7445,South Spencer County Sch Corp,7803,Rockport-Ohio Elementary School,B
7495,Oregon-Davis School Corp,7818,Oregon-Davis Elementary School,A
7495,Oregon-Davis School Corp,7831,Oregon-Davis Jr-Sr High School,C
7515,North Judson-San Pierre Sch Corp,7849,N Judson-San Pierre Jr Sr High Sch,B
7515,North Judson-San Pierre Sch Corp,7851,North Judson-San Pierre Elem Sch,C
7525,Knox Community School Corp,7833,Knox Community High School,A
7525,Knox Community School Corp,7837,Knox Community Middle School,D
7525,Knox Community School Corp,7845,Knox Community Elementary School,B
7605,Fremont Community Schools,7877,Fremont High School,A
7605,Fremont Community Schools,7881,Fremont Elementary School,B
7605,Fremont Community Schools,7884,Fremont Middle School,A
7610,Hamilton Community Schools,7885,Hamilton Community High School,B
7610,Hamilton Community Schools,7889,Hamilton Community Elementary Sch,C
7615,M S D Steuben County,7893,Angola High School,B
7615,M S D Steuben County,7895,Angola Middle School,C
7615,M S D Steuben County,7897,Carlin Park Elementary School,C
7615,M S D Steuben County,7899,Ryan Park Elementary School,C
7615,M S D Steuben County,7901,Hendry Park Elementary School,C
7615,M S D Steuben County,7905,Pleasant Lake Elementary School,C
7645,Northeast School Corp,7911,Northeast Middle School,D
7645,Northeast School Corp,7917,North Central High School,A
7645,Northeast School Corp,7921,Northeast North Elementary School,B
7645,Northeast School Corp,7941,Northeast East Elementary School,A
7715,Southwest School Corp,7953,Carlisle Elementary School,A
7715,Southwest School Corp,7954,Carlisle Middle School,A
7715,Southwest School Corp,7957,Sullivan High School,A
7715,Southwest School Corp,7961,Sullivan Middle School,C
7715,Southwest School Corp,7965,Sullivan Elementary School,B
7775,Switzerland County School Corp,7985,Jefferson-Craig Elementary School,C
7775,Switzerland County School Corp,7987,Switzerland Co Middle School,D
7775,Switzerland County School Corp,7993,Switzerland Co Senior High School,B
7775,Switzerland County School Corp,7994,Switzerland Co Elementary School,D
7855,Lafayette School Corporation,8015,Oakland High School,F
7855,Lafayette School Corporation,8069,Jefferson High School,B
7855,Lafayette School Corporation,8073,Lafayette Sunnyside Intermediate,D
7855,Lafayette School Corporation,8077,Lafayette Tecumseh Jr High School,D
7855,Lafayette School Corporation,8089,Edgelea Elementary School,A
7855,Lafayette School Corporation,8091,Glen Acres Elementary School,A
7855,Lafayette School Corporation,8103,Miami Elementary School,C
7855,Lafayette School Corporation,8104,Thomas Miller Elementary School,C
7855,Lafayette School Corporation,8105,Murdock Elementary School,A
7855,Lafayette School Corporation,8108,Oakland Elementary School,A
7855,Lafayette School Corporation,8117,Vinton Elementary School,C
7855,Lafayette School Corporation,8119,Amelia Earhart Elementary School,C
7865,Tippecanoe School Corp,8003,McCutcheon High School,B
7865,Tippecanoe School Corp,8005,Mayflower Mill Elementary School,B
7865,Tippecanoe School Corp,8006,Wyandotte Elementary,A
7865,Tippecanoe School Corp,8007,Hershey Elementary School,A
7865,Tippecanoe School Corp,8009,Mintonye Elementary School,C
7865,Tippecanoe School Corp,8017,Dayton Elementary School,B
7865,Tippecanoe School Corp,8019,Burnett Creek Elementary School,A
7865,Tippecanoe School Corp,8021,Wea Ridge Elementary School,C
7865,Tippecanoe School Corp,8024,Battle Ground Elementary School,B
7865,Tippecanoe School Corp,8025,Battle Ground Middle School,D
7865,Tippecanoe School Corp,8026,Wainwright Middle School,D
7865,Tippecanoe School Corp,8029,William Henry Harrison High School,A
7865,Tippecanoe School Corp,8033,East Tipp Middle School,B
7865,Tippecanoe School Corp,8035,James Cole Elementary School,A
7865,Tippecanoe School Corp,8041,Klondike Middle School,B
7865,Tippecanoe School Corp,8042,Klondike Elementary School,B
7865,Tippecanoe School Corp,8045,Southwestern Middle School,C
7865,Tippecanoe School Corp,8049,Wea Ridge Middle School,B
7865,Tippecanoe School Corp,8111,Woodland Elementary School,C
7875,West Lafayette Com School Corp,8129,West Lafayette Jr/Sr High School,A
7875,West Lafayette Com School Corp,8135,West Lafayette Intermediate School,A
7875,West Lafayette Com School Corp,8138,Cumberland Elementary School,A
7935,Tri-Central Community Schools,8154,Tri Central Elementary,C
7935,Tri-Central Community Schools,8155,Tri Central Middle-High School,C
7945,Tipton Community School Corp,8163,Tipton Elementary School,B
7945,Tipton Community School Corp,8167,Tipton Middle School,C
7945,Tipton Community School Corp,8177,Tipton High School,B
7950,Union Co/Clg Corner Joint Sch Dist,8193,Union County High School,B
7950,Union Co/Clg Corner Joint Sch Dist,8206,Union County Middle School,B
7950,Union Co/Clg Corner Joint Sch Dist,8209,Liberty Elementary School,A
7950,Union Co/Clg Corner Joint Sch Dist,8213,College Corner Union Elem School,A
7995,Evansville Vanderburgh School Corp,8225,Cynthia Heights Elementary School,A
7995,Evansville Vanderburgh School Corp,8229,Scott Elementary School,A
7995,Evansville Vanderburgh School Corp,8230,North Junior High School,B
7995,Evansville Vanderburgh School Corp,8231,Oak Hill Elementary,A
7995,Evansville Vanderburgh School Corp,8237,Benjamin Bosse High School,B
7995,Evansville Vanderburgh School Corp,8241,Central High School,A
7995,Evansville Vanderburgh School Corp,8242,McCutchanville Elementary School,A
7995,Evansville Vanderburgh School Corp,8245,Francis Joseph Reitz High School,B
7995,Evansville Vanderburgh School Corp,8251,Lincoln School,D
7995,Evansville Vanderburgh School Corp,8253,North High School,A
7995,Evansville Vanderburgh School Corp,8261,Caze Elementary School,F
7995,Evansville Vanderburgh School Corp,8265,Cedar Hall Community School,D
7995,Evansville Vanderburgh School Corp,8270,Academy for Innovative Studies,F
7995,Evansville Vanderburgh School Corp,8271,Harwood Career Prep High School,No Grade
7995,Evansville Vanderburgh School Corp,8285,Delaware Elementary School,D
7995,Evansville Vanderburgh School Corp,8289,Dexter Elementary School,D
7995,Evansville Vanderburgh School Corp,8293,Fairlawn Elementary School,C
7995,Evansville Vanderburgh School Corp,8301,Glenwood Leadership Academy,F
7995,Evansville Vanderburgh School Corp,8309,Harper Elementary School,D
7995,Evansville Vanderburgh School Corp,8311,William Henry Harrison High School,B
7995,Evansville Vanderburgh School Corp,8317,Hebron Elementary School,B
7995,Evansville Vanderburgh School Corp,8318,Helfrich Park STEM Academy,B
7995,Evansville Vanderburgh School Corp,8321,Stockwell Elementary School,B
7995,Evansville Vanderburgh School Corp,8323,Thompkins Middle School,B
7995,Evansville Vanderburgh School Corp,8325,Highland Elementary School,C
7995,Evansville Vanderburgh School Corp,8326,New Tech Institute,B
7995,Evansville Vanderburgh School Corp,8329,Lodge Community School,F
7995,Evansville Vanderburgh School Corp,8339,McGary Middle School,D
7995,Evansville Vanderburgh School Corp,8345,Perry Heights Middle School,B
7995,Evansville Vanderburgh School Corp,8349,Plaza Park International Prep Acad,B
7995,Evansville Vanderburgh School Corp,8353,Evans School,F
7995,Evansville Vanderburgh School Corp,8357,Stringtown Elementary School,C
7995,Evansville Vanderburgh School Corp,8361,Tekoppel Elementary School,B
7995,Evansville Vanderburgh School Corp,8365,Vogel Elementary School,C
7995,Evansville Vanderburgh School Corp,8369,Washington Middle School,D
7995,Evansville Vanderburgh School Corp,8376,Daniel Wertz Elementary School,B
7995,Evansville Vanderburgh School Corp,8381,West Terrace Elementary School,A
8010,North Vermillion Com Sch Corp,8394,North Vermillion High School,C
8010,North Vermillion Com Sch Corp,8403,North Vermillion Elementary School,B
8020,South Vermillion Com Sch Corp,8409,Central Elementary School,B
8020,South Vermillion Com Sch Corp,8431,Ernie Pyle Elementary School,C
8020,South Vermillion Com Sch Corp,8432,South Vermillion High School,B
8020,South Vermillion Com Sch Corp,8434,South Vermillion Middle School,C
8020,South Vermillion Com Sch Corp,8435,Van Duyn Elementary School,D
8030,Vigo County School Corp,8441,Terre Haute North Vigo High School,B
8030,Vigo County School Corp,8445,Honey Creek Middle School,B
8030,Vigo County School Corp,8453,West Vigo High School,A
8030,Vigo County School Corp,8457,Terre Haute South Vigo High School,A
8030,Vigo County School Corp,8461,West Vigo Middle School,D
8030,Vigo County School Corp,8477,Otter Creek Middle School,C
8030,Vigo County School Corp,8481,Sarah Scott Middle School,C
8030,Vigo County School Corp,8485,Woodrow Wilson Middle School,B
8030,Vigo County School Corp,8497,Sugar Creek Consolidated Elem Sch,B
8030,Vigo County School Corp,8505,Davis Park Elementary School,C
8030,Vigo County School Corp,8509,Deming Elementary School,D
8030,Vigo County School Corp,8510,Adelaide De Vaney Elementary Sch,A
8030,Vigo County School Corp,8511,Dixie Bee Elementary School,A
8030,Vigo County School Corp,8517,Farrington Grove Elementary School,A
8030,Vigo County School Corp,8521,Fayette Elementary School,A
8030,Vigo County School Corp,8525,Rio Grande Elementary School,A
8030,Vigo County School Corp,8533,Benjamin Franklin Elem School,B
8030,Vigo County School Corp,8537,Blanche E Fuqua Elementary School,B
8030,Vigo County School Corp,8543,Hoosier Prairie Elementary School,B
8030,Vigo County School Corp,8549,Lost Creek Elementary School,B
8030,Vigo County School Corp,8561,Meadows Elementary School,C
8030,Vigo County School Corp,8575,Ouabache Elementary School,B
8030,Vigo County School Corp,8593,Riley Elementary School,A
8030,Vigo County School Corp,8605,Sugar Grove Elementary School,B
8030,Vigo County School Corp,8607,Terre Town Elementary School,B
8030,Vigo County School Corp,8609,West Vigo Elementary School,B
8030,Vigo County School Corp,8611,Booker T Washington Alt Sch,No Grade
8030,Vigo County School Corp,8612,McLean Education Center (Alt),No Grade
8045,Manchester Community Schools,8625,Manchester Jr-Sr High School,B
8045,Manchester Community Schools,8633,Manchester Elementary School,B
8045,Manchester Community Schools,8645,Manchester Intermediate School,B
8050,M S D Wabash County Schools,8651,Northfield Jr-Sr High School,B
8050,M S D Wabash County Schools,8655,Southwood Jr-Sr High School,B
8050,M S D Wabash County Schools,8656,Southwood Elementary School,C
8050,M S D Wabash County Schools,8657,Sharp Creek Elementary School,A
8050,M S D Wabash County Schools,8673,White's Jr-Sr High School,No Grade
8050,M S D Wabash County Schools,8677,Metro North Elementary School,A
8060,Wabash City Schools,8693,Wabash High School,B
8060,Wabash City Schools,8694,Wabash Middle School,C
8060,Wabash City Schools,8706,O J Neighbours Elementary School,C
8115,M S D Warren County,8729,Williamsport Elementary School,C
8115,M S D Warren County,8733,Pine Village Elementary School,B
8115,M S D Warren County,8737,Seeger Memorial Jr-Sr High School,A
8115,M S D Warren County,8744,Warren Central Elementary School,B
8130,Warrick County School Corp,8760,Castle South Middle School,A
8130,Warrick County School Corp,8761,Yankeetown Elementary School,A
8130,Warrick County School Corp,8764,John H Castle Elementary School,A
8130,Warrick County School Corp,8769,Elberfeld Elementary School,A
8130,Warrick County School Corp,8771,Tecumseh Middle School,A
8130,Warrick County School Corp,8772,Tecumseh High School,A
8130,Warrick County School Corp,8773,Lynnville Elementary School,B
8130,Warrick County School Corp,8775,Castle North Middle School,A
8130,Warrick County School Corp,8777,Loge Elementary School,A
8130,Warrick County School Corp,8785,Tennyson Elementary School,B
8130,Warrick County School Corp,8789,Boonville High School,B
8130,Warrick County School Corp,8793,Boonville Middle School,A
8130,Warrick County School Corp,8801,Oakdale Elementary School,A
8130,Warrick County School Corp,8809,Castle High School,A
8130,Warrick County School Corp,8813,Chandler Elementary School,B
8130,Warrick County School Corp,8817,Newburgh Elementary School,A
8130,Warrick County School Corp,8819,Sharon Elementary School,A
8205,Salem Community Schools,8857,Salem High School,B
8205,Salem Community Schools,8861,Salem Middle School,D
8205,Salem Community Schools,8864,Bradie Shrum Elementary,C
8215,East Washington School Corp,8904,East Washington Elementary School,B
8215,East Washington School Corp,8905,Eastern High School,B
8215,East Washington School Corp,8906,East Washington Middle School,C
8220,West Washington School Corp,8869,West Washington Jr-Sr High School,B
8220,West Washington School Corp,8894,West Washington Elementary School,A
8305,Nettle Creek School Corporation,8985,Hagerstown Jr-Sr High School,B
8305,Nettle Creek School Corporation,8989,Hagerstown Elementary School,A
8355,Western Wayne Schools,8961,Lincoln Sr High School,A
8355,Western Wayne Schools,8965,Lincoln Middle School,D
8355,Western Wayne Schools,8971,Western Wayne Elementary School,C
8360,Centerville-Abington Com Schs,8981,Centerville Sr High School,A
8360,Centerville-Abington Com Schs,8982,Centerville-Abington Jr High Sch,B
8360,Centerville-Abington Com Schs,8983,Centerville-Abington Elem School,B
8360,Centerville-Abington Com Schs,8984,Rose Hamilton Elementary School,B
8375,Northeastern Wayne Schools,8927,Northeastern High School,B
8375,Northeastern Wayne Schools,8928,Northeastern Elementary School,A
8375,Northeastern Wayne Schools,8929,Northeastern Middle School,A
8385,Richmond Community Schools,8993,Richmond High School,B
8385,Richmond Community Schools,8997,Test Intermediate School,D
8385,Richmond Community Schools,9001,Dennis Intermediate School,D
8385,Richmond Community Schools,9013,Charles Elementary School,B
8385,Richmond Community Schools,9014,Crestdale Elementary School,B
8385,Richmond Community Schools,9017,Fairview Elementary School,F
8385,Richmond Community Schools,9038,Starr Elementary School,B
8385,Richmond Community Schools,9045,Vaile Elementary School,D
8385,Richmond Community Schools,9053,Westview Elementary School,C
8425,Southern Wells Com Schools,9057,Southern Wells Elementary School,C
8425,Southern Wells Com Schools,9058,Southern Wells Jr-Sr High School,B
8435,Northern Wells Com Schools,9081,Ossian Elementary,B
8435,Northern Wells Com Schools,9085,Lancaster Central School,A
8435,Northern Wells Com Schools,9087,Norwell High School,A
8435,Northern Wells Com Schools,9088,Norwell Middle School,B
8445,M S D Bluffton-Harrison,9089,Bluffton High School,A
8445,M S D Bluffton-Harrison,9093,Bluffton-Harrison Middle School,C
8445,M S D Bluffton-Harrison,9098,Bluffton-Harrison Elementary Sch,C
8515,North White School Corp,9119,North White Elementary School,B
8515,North White School Corp,9122,North White Middle School,C
8515,North White School Corp,9135,North White High School,B
8525,Frontier School Corporation,9113,Frontier Elementary,A
8525,Frontier School Corporation,9137,Frontier Jr-Sr High School,B
8535,Tri-County School Corporation,3170,Tri-County Primary School,A
8535,Tri-County School Corporation,9141,Tri-County Jr/Sr High School ,B
8535,Tri-County School Corporation,9143,Tri-County Intermediate School,A
8565,Twin Lakes School Corp,9129,Eastlawn Elementary School,B
8565,Twin Lakes School Corp,9149,Twin Lakes Senior High School,B
8565,Twin Lakes School Corp,9153,Roosevelt Middle School,B
8565,Twin Lakes School Corp,9157,Oaklawn Elementary School,B
8565,Twin Lakes School Corp,9163,Meadowlawn Elementary School,C
8625,Smith-Green Community Schools,9193,Churubusco Jr-Sr High School,A
8625,Smith-Green Community Schools,9197,Churubusco Elementary School,C
8665,Whitley Co Cons Schools,9178,Little Turtle Elementary School,B
8665,Whitley Co Cons Schools,9179,Coesse School,C
8665,Whitley Co Cons Schools,9180,Indian Springs Middle School,B
8665,Whitley Co Cons Schools,9186,Northern Heights Elementary School,C
8665,Whitley Co Cons Schools,9187,Columbia City High School,B
8665,Whitley Co Cons Schools,9196,Mary Raber Elementary School,C
8810,CSUSA Howe,5639,Thomas Carr Howe Comm High School,C
8815,CSUSA Manual,5481,Emmerich Manual High School,C
8820,Edison Learning Roosevelt,4033,Theodore Roosevelt Car & Tech Acad,A
8825,CSUSA Donnan,5572,Emma Donnan Middle School,C
9010,Ignite Achievement Academy ,1806,Ignite Achievement Academy ,C
9015,Purdue Polytechnic High School Ind,4271,Purdue Polytechnic High School Ind,No Grade
9030,Otwell Miller Academy,2019,Otwell Miller Academy,No Grade
9035,Indiana Connections Career Academy,7947,Indiana Connections Career Academy,No Grade
9040,Avondale Meadows Middle School,7094,Avondale Meadows Middle School,A
9045,J & R Phalen Leadership Academy ,4894,J & R Phalen Leadership Academy ,A
9060,Paramount Community Heights ,0139,Paramount Community Heights ,No Grade
9065,Allegiant Preparatory Academy,1002,Allegiant Preparatory Academy,No Grade
9070,Gary Middle College West,1003,Gary Middle College West,No Grade
9080,Vanguard Collegiate of Indy,1004,Vanguard Collegiate of Indy,No Grade
9085,pilotED Schools,1006,pilotED Schools Bethel Park,No Grade
9090,Matchbook Learning  ,1041,Matchbook Learning,No Grade
9095,Urban ACT Academy,9094,Urban ACT Academy,No Grade
9115,Kindezi Academy,1118,Kindezi Academy,No Grade
9120,Insight School of Indiana,2528,Insight School of Indiana,C
9145,Riverside High School,1122,Riverside High School,A
9150,Circle City Prep Charter School,1126,Circle City Prep Charter School,No Grade
9155,Indiana Virtual Pathways Academy,5468,Indiana Virtual Pathways Academy,No Grade
9195,Timothy L. Johnson Academy Middle ,1039,Timothy L. Johnson Academy Middle ,A
9200,Archdiocese of Indianapolis,A425,St Bartholomew School,A
9200,Archdiocese of Indianapolis,A550,St John Paul II Catholic School,A
9200,Archdiocese of Indianapolis,A560,Saint Anthony of Padua ,B
9200,Archdiocese of Indianapolis,A570,Sacred Heart School,B
9200,Archdiocese of Indianapolis,A575,Our Lady Of Providence High School,A
9200,Archdiocese of Indianapolis,A680,Saint Nicholas School,A
9200,Archdiocese of Indianapolis,A690,Saint Mary School,C
9200,Archdiocese of Indianapolis,A700,Saint Lawrence School,B
9200,Archdiocese of Indianapolis,A730,Saint Mary's School,A
9200,Archdiocese of Indianapolis,B035,Saint Gabriel Catholic School,A
9200,Archdiocese of Indianapolis,B050,Holy Family School,A
9200,Archdiocese of Indianapolis,B060,Our Lady Of Perpetual School,A
9200,Archdiocese of Indianapolis,B067,St Mary of-the-Knobs Catholic Sch,A
9200,Archdiocese of Indianapolis,B095,Saint Michael School,A
9200,Archdiocese of Indianapolis,B265,Saint Michael School,A
9200,Archdiocese of Indianapolis,B280,Saint Joseph School,B
9200,Archdiocese of Indianapolis,B285,Saint Malachy School,A
9200,Archdiocese of Indianapolis,B300,Saint Susanna School,B
9200,Archdiocese of Indianapolis,B440,Saint Ambrose School,B
9200,Archdiocese of Indianapolis,B505,Shawe Memorial High School,A
9200,Archdiocese of Indianapolis,B510,Pope John XXIII Elementary School,B
9200,Archdiocese of Indianapolis,B515,Saint Mary School,B
9200,Archdiocese of Indianapolis,B518,St Rose of Lima School,B
9200,Archdiocese of Indianapolis,B535,Our Lady of the Greenwood School,A
9200,Archdiocese of Indianapolis,B540,SS Francis and Clare Catholic Sch,A
9200,Archdiocese of Indianapolis,C160,Saint Vincent DePaul School,A
9200,Archdiocese of Indianapolis,C265,Nativity Catholic School,B
9200,Archdiocese of Indianapolis,C280,Saint Lawrence School,C
9200,Archdiocese of Indianapolis,C295,Saint Barnabas School,A
9200,Archdiocese of Indianapolis,C300,Saint Jude Elementary School,A
9200,Archdiocese of Indianapolis,C305,Saint Mark School,A
9200,Archdiocese of Indianapolis,C310,Saint Roch School,B
9200,Archdiocese of Indianapolis,C320,Roncalli High School,A
9200,Archdiocese of Indianapolis,C360,Brebeuf Jesuit Preparatory School,A
9200,Archdiocese of Indianapolis,C390,Holy Spirit School,B
9200,Archdiocese of Indianapolis,C435,Saint Luke School,A
9200,Archdiocese of Indianapolis,C440,Saint Matthew School,A
9200,Archdiocese of Indianapolis,C445,Saint Monica School,B
9200,Archdiocese of Indianapolis,C450,Saint Pius X School,A
9200,Archdiocese of Indianapolis,C545,Holy Name Catholic School,C
9200,Archdiocese of Indianapolis,C585,Christ The King School,A
9200,Archdiocese of Indianapolis,C590,Holy Angels Catholic School,C
9200,Archdiocese of Indianapolis,C595,Holy Cross Central School,C
9200,Archdiocese of Indianapolis,C600,Immaculate Heart of Mary School,A
9200,Archdiocese of Indianapolis,C605,Our Lady Of Lourdes School,B
9200,Archdiocese of Indianapolis,C615,St Anthony Catholic School,A
9200,Archdiocese of Indianapolis,C623,Providence Cristo Rey High School,B
9200,Archdiocese of Indianapolis,C625,Central Catholic School,B
9200,Archdiocese of Indianapolis,C645,Saint Joan Of Arc School,C
9200,Archdiocese of Indianapolis,C650,St Michael The Archangel School,C
9200,Archdiocese of Indianapolis,C655,Saint Philip Neri School,D
9200,Archdiocese of Indianapolis,C665,Saint Simon The Apostle School,A
9200,Archdiocese of Indianapolis,C670,St Therese Little Flower School,B
9200,Archdiocese of Indianapolis,C675,Saint Thomas Aquinas School,A
9200,Archdiocese of Indianapolis,C700,Cathedral High School,A
9200,Archdiocese of Indianapolis,C705,Bishop Chatard High School,A
9200,Archdiocese of Indianapolis,C710,Scecina Memorial High School,A
9200,Archdiocese of Indianapolis,C715,Cardinal Ritter High School,A
9200,Archdiocese of Indianapolis,C795,Saint Christopher School,A
9200,Archdiocese of Indianapolis,C900,Saint Charles Boromeo School,A
9200,Archdiocese of Indianapolis,D130,Saint Louis School,B
9200,Archdiocese of Indianapolis,D135,Oldenburg Academy,B
