Corp,Corp Name,School,School Name,"Performance Points
 (3-8)","Performance Weight
 (3-8)","Growth Points
 (4-8)","Growth Weight
 (4-8)","Performance Points
 (10)","Performance Weight
 (10)","Growth Points
 (10-12)","Growth Weight
 (10-12)","Mult. Measures Points
 (12)","Mult. Measures Weight
 (12)",Overall Points,Overall Grade
8020,South Vermillion Com Sch Corp,8432,South Vermillion High School,,,,,44,0.2,87.6,0.2,100.5,0.6,86.6,B
8020,South Vermillion Com Sch Corp,8434,South Vermillion Middle School,58.1,0.5,91.2,0.5,,,,,,,74.7,C
8020,South Vermillion Com Sch Corp,8435,Van Duyn Elementary School,59.5,0.5,70.9,0.5,,,,,,,65.2,D
8030,Vigo County School Corp,8441,Terre Haute North Vigo High School,,,,,41.7,0.2,89.4,0.2,101,0.6,86.8,B
8030,Vigo County School Corp,8445,Honey Creek Middle School,67.8,0.5,104,0.5,,,,,,,85.9,B
8030,Vigo County School Corp,8453,West Vigo High School,,,,,49.3,0.2,122.9,0.2,100.4,0.6,94.7,A
8030,Vigo County School Corp,8457,Terre Haute South Vigo High School,,,,,51.1,0.2,101.4,0.2,100.4,0.6,90.7,A
8030,Vigo County School Corp,8461,West Vigo Middle School,47.7,0.5,91,0.5,,,,,,,69.4,D
8030,Vigo County School Corp,8477,Otter Creek Middle School,52.1,0.5,92,0.5,,,,,,,72.1,C
8030,Vigo County School Corp,8481,Sarah Scott Middle School,48.3,0.5,102.2,0.5,,,,,,,75.3,C
8030,Vigo County School Corp,8485,Woodrow Wilson Middle School,61.9,0.5,104.6,0.5,,,,,,,83.3,B
8030,Vigo County School Corp,8497,Sugar Creek Consolidated Elem Sch,68.2,0.5,110.4,0.5,,,,,,,89.3,B
8030,Vigo County School Corp,8505,Davis Park Elementary School,58.6,0.5,94.5,0.5,,,,,,,76.6,C
8030,Vigo County School Corp,8509,Deming Elementary School,43.4,0.5,81.8,0.5,,,,,,,62.6,D
8030,Vigo County School Corp,8510,Adelaide De Vaney Elementary Sch,76.7,0.5,111.9,0.5,,,,,,,94.3,A
8030,Vigo County School Corp,8511,Dixie Bee Elementary School,79.6,0.5,107.2,0.5,,,,,,,93.4,A
8030,Vigo County School Corp,8517,Farrington Grove Elementary School,55.9,0.5,125.6,0.5,,,,,,,90.8,A
8030,Vigo County School Corp,8521,Fayette Elementary School,82.3,0.5,100.5,0.5,,,,,,,91.4,A
8030,Vigo County School Corp,8525,Rio Grande Elementary School,73.7,0.5,107.3,0.5,,,,,,,90.5,A
8030,Vigo County School Corp,8533,Benjamin Franklin Elem School,54.5,0.5,111.6,0.5,,,,,,,83.1,B
8030,Vigo County School Corp,8537,Blanche E Fuqua Elementary School,50.9,0.5,110.8,0.5,,,,,,,80.9,B
8030,Vigo County School Corp,8543,Hoosier Prairie Elementary School,67.5,0.5,108.3,0.5,,,,,,,87.9,B
8030,Vigo County School Corp,8549,Lost Creek Elementary School,73.7,0.5,105.9,0.5,,,,,,,89.8,B
8030,Vigo County School Corp,8561,Meadows Elementary School,46.5,0.5,89.8,0.5,,,,,,,68.2,D
8030,Vigo County School Corp,8575,Ouabache Elementary School,62.5,0.5,114.6,0.5,,,,,,,88.6,B
8030,Vigo County School Corp,8593,Riley Elementary School,82.2,0.5,118.8,0.5,,,,,,,100.5,A
8030,Vigo County School Corp,8605,Sugar Grove Elementary School,66.6,0.5,100.7,0.5,,,,,,,83.7,B
8030,Vigo County School Corp,8607,Terre Town Elementary School,63.5,0.5,103.7,0.5,,,,,,,83.6,B
8030,Vigo County School Corp,8609,West Vigo Elementary School,62.5,0.5,100.6,0.5,,,,,,,81.6,B
8030,Vigo County School Corp,8611,Booker T Washington Alt Sch,,,,,,,,,75.8,1,0.0,No Grade
8030,Vigo County School Corp,8612,McLean Education Center (Alt),,,,,11.3,0.4,,,57.6,0.6,0.0,No Grade
8045,Manchester Community Schools,8625,Manchester Jr-Sr High School,65.1,0.162,90.9,0.162,54.5,0.135,107.1,0.135,100.5,0.405,87.8,B
8045,Manchester Community Schools,8633,Manchester Elementary School,58.5,0.5,102.4,0.5,,,,,,,80.5,B
8045,Manchester Community Schools,8645,Manchester Intermediate School,69,0.5,102.4,0.5,,,,,,,85.7,B
8050,M S D Wabash County Schools,8651,Northfield Jr-Sr High School,50.7,0.17,89.5,0.17,34.4,0.132,117.5,0.132,100,0.396,83.5,B
8050,M S D Wabash County Schools,8655,Southwood Jr-Sr High School,55.7,0.142,112.6,0.142,46.2,0.143,106.8,0.143,100,0.43,88.8,B
8050,M S D Wabash County Schools,8656,Southwood Elementary School,57.6,0.5,93.6,0.5,,,,,,,75.6,C
8050,M S D Wabash County Schools,8657,Sharp Creek Elementary School,66.1,0.5,113.8,0.5,,,,,,,90.0,A
8050,M S D Wabash County Schools,8673,White's Jr-Sr High School,,,,,7.8,0.4,,,61.2,0.6,0.0,No Grade
8050,M S D Wabash County Schools,8677,Metro North Elementary School,67.3,0.5,113.8,0.5,,,,,,,90.6,A
8060,Wabash City Schools,8693,Wabash High School,,,,,39.3,0.2,90,0.2,95.3,0.6,83.0,B
8060,Wabash City Schools,8694,Wabash Middle School,57,0.5,95.1,0.5,,,,,,,76.1,C
8060,Wabash City Schools,8706,O J Neighbours Elementary School,52.8,0.5,101.2,0.5,,,,,,,77.0,C
8115,M S D Warren County,8729,Williamsport Elementary School,59.5,0.5,97.8,0.5,,,,,,,78.7,C
8115,M S D Warren County,8733,Pine Village Elementary School,70.2,0.5,102.6,0.5,,,,,,,86.4,B
8115,M S D Warren County,8737,Seeger Memorial Jr-Sr High School,63.1,0.168,106.5,0.168,52.2,0.133,124.3,0.133,100,0.399,91.9,A
8115,M S D Warren County,8744,Warren Central Elementary School,58,0.5,104,0.5,,,,,,,81.0,B
8130,Warrick County School Corp,8760,Castle South Middle School,82.9,0.5,114.6,0.5,,,,,,,98.8,A
8130,Warrick County School Corp,8761,Yankeetown Elementary School,77.2,0.5,106.2,0.5,,,,,,,91.7,A
8130,Warrick County School Corp,8764,John H Castle Elementary School,82.5,0.5,119.5,0.5,,,,,,,101.0,A
8130,Warrick County School Corp,8769,Elberfeld Elementary School,73.3,0.5,102.9,0.5,,,,,,,88.1,B
8130,Warrick County School Corp,8771,Tecumseh Middle School,,,94.9,1,,,,,,,94.9,A
8130,Warrick County School Corp,8772,Tecumseh High School,,,,,48.7,0.2,91.7,0.2,103.5,0.6,90.2,A
8130,Warrick County School Corp,8773,Lynnville Elementary School,80.6,0.5,97.3,0.5,,,,,,,89.0,B
8130,Warrick County School Corp,8775,Castle North Middle School,82.3,0.5,111.8,0.5,,,,,,,97.1,A
8130,Warrick County School Corp,8777,Loge Elementary School,85.2,0.5,109.8,0.5,,,,,,,97.5,A
8130,Warrick County School Corp,8785,Tennyson Elementary School,71.3,0.5,99.9,0.5,,,,,,,85.6,B
8130,Warrick County School Corp,8789,Boonville High School,,,,,50.9,0.2,101.5,0.2,96.1,0.6,88.1,B
8130,Warrick County School Corp,8793,Boonville Middle School,76,0.5,109.9,0.5,,,,,,,93.0,A
8130,Warrick County School Corp,8801,Oakdale Elementary School,74.3,0.5,116.3,0.5,,,,,,,95.3,A
8130,Warrick County School Corp,8809,Castle High School,,,,,66.2,0.2,98.8,0.2,101,0.6,93.6,A
8130,Warrick County School Corp,8813,Chandler Elementary School,74,0.5,92.8,0.5,,,,,,,83.4,B
8130,Warrick County School Corp,8817,Newburgh Elementary School,76.9,0.5,104.4,0.5,,,,,,,90.7,A
8130,Warrick County School Corp,8819,Sharon Elementary School,83.3,0.5,110.1,0.5,,,,,,,96.7,A
8205,Salem Community Schools,8857,Salem High School,,,,,42.2,0.2,90,0.2,94,0.6,82.8,B
8205,Salem Community Schools,8861,Salem Middle School,47.2,0.5,81.5,0.5,,,,,,,64.4,D
8205,Salem Community Schools,8864,Bradie Shrum Elementary,54.4,0.5,93.6,0.5,,,,,,,74.0,C
8215,East Washington School Corp,8904,East Washington Elementary School,69.5,0.5,101.4,0.5,,,,,,,85.5,B
8215,East Washington School Corp,8905,Eastern High School,,,,,32.6,0.2,70.6,0.2,100.4,0.6,80.9,B
8215,East Washington School Corp,8906,East Washington Middle School,60.6,0.5,90.9,0.5,,,,,,,75.8,C
8220,West Washington School Corp,8869,West Washington Jr-Sr High School,57,0.162,82.4,0.162,56.1,0.135,104.1,0.135,100,0.406,84.8,B
8220,West Washington School Corp,8894,West Washington Elementary School,75.7,0.5,97.5,0.5,,,,,,,86.6,B
8305,Nettle Creek School Corporation,8985,Hagerstown Jr-Sr High School,58.2,0.173,101.7,0.173,50.4,0.131,106.4,0.131,100,0.392,87.4,B
8305,Nettle Creek School Corporation,8989,Hagerstown Elementary School,72.8,0.5,127.7,0.5,,,,,,,100.3,A
8355,Western Wayne Schools,8961,Lincoln Sr High School,,,,,39,0.2,108.5,0.2,101.3,0.6,90.3,A
8355,Western Wayne Schools,8965,Lincoln Middle School,44.6,0.5,80.6,0.5,,,,,,,62.6,D
8355,Western Wayne Schools,8971,Western Wayne Elementary School,58.6,0.5,100.1,0.5,,,,,,,79.4,C
8360,Centerville-Abington Com Schs,8981,Centerville Sr High School,,,,,49,0.2,83.7,0.2,100,0.6,86.5,B
8360,Centerville-Abington Com Schs,8982,Centerville-Abington Jr High Sch,68.6,0.5,99.9,0.5,,,,,,,84.3,B
8360,Centerville-Abington Com Schs,8983,Centerville-Abington Elem School,67.7,0.5,96.7,0.5,,,,,,,82.2,B
8360,Centerville-Abington Com Schs,8984,Rose Hamilton Elementary School,67.7,0.5,96.7,0.5,,,,,,,82.2,B
8375,Northeastern Wayne Schools,8927,Northeastern High School,,,,,40.3,0.2,78.1,0.2,100.6,0.6,84.0,B
8375,Northeastern Wayne Schools,8928,Northeastern Elementary School,60.8,0.5,119.9,0.5,,,,,,,90.4,A
8375,Northeastern Wayne Schools,8929,Northeastern Middle School,67.7,0.5,128.1,0.5,,,,,,,97.9,A
8385,Richmond Community Schools,8993,Richmond High School,,,,,39.5,0.2,76.5,0.2,100,0.6,83.2,B
8385,Richmond Community Schools,8997,Test Intermediate School,44.3,0.5,87,0.5,,,,,,,65.7,D
8385,Richmond Community Schools,9001,Dennis Intermediate School,39.5,0.5,80.6,0.5,,,,,,,60.1,D
8385,Richmond Community Schools,9013,Charles Elementary School,71.1,0.5,104.6,0.5,,,,,,,87.9,B
8385,Richmond Community Schools,9014,Crestdale Elementary School,61.9,0.5,106.3,0.5,,,,,,,84.1,B
8385,Richmond Community Schools,9017,Fairview Elementary School,46,0.5,71.1,0.5,,,,,,,58.6,F
8385,Richmond Community Schools,9038,Starr Elementary School,39.7,0.5,122.9,0.5,,,,,,,81.3,B
8385,Richmond Community Schools,9045,Vaile Elementary School,42.5,0.5,87.7,0.5,,,,,,,65.1,D
8385,Richmond Community Schools,9053,Westview Elementary School,62.3,0.5,94.7,0.5,,,,,,,78.5,C
8425,Southern Wells Com Schools,9057,Southern Wells Elementary School,62.3,0.5,92.4,0.5,,,,,,,77.4,C
8425,Southern Wells Com Schools,9058,Southern Wells Jr-Sr High School,52.8,0.178,107.5,0.178,48.2,0.129,115.8,0.129,100.8,0.387,88.7,B
8435,Northern Wells Com Schools,9081,Ossian Elementary,64.6,0.5,111.5,0.5,,,,,,,88.1,B
8435,Northern Wells Com Schools,9085,Lancaster Central School,76.8,0.5,112.8,0.5,,,,,,,94.8,A
8435,Northern Wells Com Schools,9087,Norwell High School,,,,,51.6,0.2,100.2,0.2,101,0.6,91.0,A
8435,Northern Wells Com Schools,9088,Norwell Middle School,67.7,0.5,103.8,0.5,,,,,,,85.8,B
8445,M S D Bluffton-Harrison,9089,Bluffton High School,,,,,52.6,0.2,136.9,0.2,100,0.6,97.9,A
8445,M S D Bluffton-Harrison,9093,Bluffton-Harrison Middle School,60.1,0.5,96.6,0.5,,,,,,,78.4,C
8445,M S D Bluffton-Harrison,9098,Bluffton-Harrison Elementary Sch,65.1,0.5,79.4,0.5,,,,,,,72.3,C
8515,North White School Corp,9119,North White Elementary School,62.9,0.5,111.4,0.5,,,,,,,87.2,B
8515,North White School Corp,9122,North White Middle School,49.3,0.5,91.3,0.5,,,,,,,70.3,C
8515,North White School Corp,9135,North White High School,,,,,42.6,0.2,104.7,0.2,94.8,0.6,86.3,B
8525,Frontier School Corporation,9113,Frontier Elementary,68.9,0.5,112.9,0.5,,,,,,,90.9,A
8525,Frontier School Corporation,9137,Frontier Jr-Sr High School,64.5,0.163,85.9,0.163,51,0.135,101.1,0.135,100,0.405,85.6,B
8535,Tri-County School Corporation,3170,Tri-County Primary School,75,0.5,109.5,0.5,,,,,,,92.3,A
8535,Tri-County School Corporation,9141,Tri-County Jr/Sr High School ,59.8,0.153,85.9,0.153,48.1,0.139,89.2,0.139,101,0.416,83.4,B
8535,Tri-County School Corporation,9143,Tri-County Intermediate School,75,0.5,109.5,0.5,,,,,,,92.3,A
8565,Twin Lakes School Corp,9129,Eastlawn Elementary School,78.5,0.5,92.4,0.5,,,,,,,85.5,B
8565,Twin Lakes School Corp,9149,Twin Lakes Senior High School,,,,,46.5,0.2,116.3,0.2,91.1,0.6,87.2,B
8565,Twin Lakes School Corp,9153,Roosevelt Middle School,61,0.5,107,0.5,,,,,,,84.0,B
8565,Twin Lakes School Corp,9157,Oaklawn Elementary School,60.3,0.5,97.4,0.5,,,,,,,78.9,C
8565,Twin Lakes School Corp,9163,Meadowlawn Elementary School,56.1,0.5,94.1,0.5,,,,,,,75.1,C
8625,Smith-Green Community Schools,9193,Churubusco Jr-Sr High School,61.3,0.219,118.9,0.219,51.1,0.112,121.6,0.112,95.2,0.337,90.9,A
8625,Smith-Green Community Schools,9197,Churubusco Elementary School,58.8,0.5,77.9,0.5,,,,,,,68.4,D
8665,Whitley Co Cons Schools,9178,Little Turtle Elementary School,60.9,0.5,108.4,0.5,,,,,,,84.7,B
8665,Whitley Co Cons Schools,9179,Coesse School,58.6,0.5,93.6,0.5,,,,,,,76.1,C
8665,Whitley Co Cons Schools,9180,Indian Springs Middle School,65.3,0.5,97.3,0.5,,,,,,,81.3,B
8665,Whitley Co Cons Schools,9186,Northern Heights Elementary School,66.2,0.5,90,0.5,,,,,,,78.1,C
8665,Whitley Co Cons Schools,9187,Columbia City High School,,,,,39.9,0.2,70.5,0.2,100,0.6,82.1,B
8665,Whitley Co Cons Schools,9196,Mary Raber Elementary School,47.5,0.5,94.6,0.5,,,,,,,71.1,C
8810,CSUSA Howe,5639,Thomas Carr Howe Comm High School,28.3,0.17,82.3,0.17,19.7,0.132,119.2,0.132,35,0.396,51.0,F
8815,CSUSA Manual,5481,Emmerich Manual High School,,,,,15.6,0.2,87.3,0.2,90,0.6,74.6,C
8820,Edison Learning Roosevelt,4033,Theodore Roosevelt Car & Tech Acad,,,78.2,0.255,,,123.6,0.745,74,0.447,112.0,A
8825,CSUSA Donnan,5572,Emma Donnan Middle School,37.7,0.5,109.8,0.5,,,,,,,73.8,C
9010,Ignite Achievement Academy ,1806,Ignite Achievement Academy ,,,72,1,,,,,,,72.0,C
9015,Purdue Polytechnic High School Ind,4271,Purdue Polytechnic High School Ind,,,,,,,,,,,0.0,No Grade
9030,Otwell Miller Academy,2019,Otwell Miller Academy,,,,,,,,,,,0.0,No Grade
9035,Indiana Connections Career Academy,7947,Indiana Connections Career Academy,,,,,,,,,,,0.0,No Grade
9040,Avondale Meadows Middle School,7094,Avondale Meadows Middle School,,,88.3,1,,,,,,,88.3,B
9045,J & R Phalen Leadership Academy ,4894,J & R Phalen Leadership Academy ,,,120.9,1,,,,,,,120.9,A
9115,Kindezi Academy,1118,Kindezi Academy,,,,,,,,,,,0.0,No Grade
9120,Insight School of Indiana,2528,Insight School of Indiana,,,79.5,0.206,,,69.1,0.794,,,71.3,C
9145,Riverside High School,1122,Riverside High School,,,,,,,,,,,0.0,No Grade
9150,Circle City Prep Charter School,1126,Circle City Prep Charter School,,,,,,,,,,,0.0,No Grade
9155,Indiana Virtual Pathways Academy,5468,Indiana Virtual Pathways Academy,,,,,,,,,,,0.0,No Grade
9200,Archdiocese of Indianapolis,A425,St Bartholomew School,86.3,0.5,108.1,0.5,,,,,,,97.2,A
9200,Archdiocese of Indianapolis,A550,St John Paul II Catholic School,85.8,0.5,94.1,0.5,,,,,,,90.0,A
9200,Archdiocese of Indianapolis,A560,Saint Anthony of Padua ,68.4,0.5,111.3,0.5,,,,,,,89.9,B
9200,Archdiocese of Indianapolis,A570,Sacred Heart School,78.3,0.5,83,0.5,,,,,,,80.7,B
9200,Archdiocese of Indianapolis,A575,Our Lady Of Providence High School,81.5,0.027,100.9,0.027,76.4,0.189,112.7,0.189,100,0.567,97.4,A
9200,Archdiocese of Indianapolis,A680,Saint Nicholas School,,,118.9,1,,,,,,,118.9,A
9200,Archdiocese of Indianapolis,A690,Saint Mary School,65.6,0.5,87,0.5,,,,,,,76.3,C
9200,Archdiocese of Indianapolis,A700,Saint Lawrence School,74.4,0.5,95.1,0.5,,,,,,,84.8,B
9200,Archdiocese of Indianapolis,A730,Saint Mary's School,79.9,0.5,104,0.5,,,,,,,92.0,A
9200,Archdiocese of Indianapolis,B035,Saint Gabriel Catholic School,77.1,0.5,121.3,0.5,,,,,,,99.2,A
9200,Archdiocese of Indianapolis,B050,Holy Family School,79,0.5,118.8,0.5,,,,,,,98.9,A
9200,Archdiocese of Indianapolis,B060,Our Lady Of Perpetual School,89.2,0.5,102.3,0.5,,,,,,,95.8,A
9200,Archdiocese of Indianapolis,B067,St Mary of-the-Knobs Catholic Sch,87.4,0.5,116.6,0.5,,,,,,,102.0,A
9200,Archdiocese of Indianapolis,B095,Saint Michael School,83.2,0.5,124.8,0.5,,,,,,,104.0,A
9200,Archdiocese of Indianapolis,B265,Saint Michael School,79.3,0.5,103.9,0.5,,,,,,,91.6,A
9200,Archdiocese of Indianapolis,B280,Saint Joseph School,63.8,0.5,97.2,0.5,,,,,,,80.5,B
9200,Archdiocese of Indianapolis,B285,Saint Malachy School,83,0.5,114.2,0.5,,,,,,,98.6,A
9200,Archdiocese of Indianapolis,B300,Saint Susanna School,77.7,0.5,75.1,0.5,,,,,,,76.4,C
9200,Archdiocese of Indianapolis,B440,Saint Ambrose School,73.5,0.5,103.5,0.5,,,,,,,88.5,B
9200,Archdiocese of Indianapolis,B505,Shawe Memorial High School,59,0.204,119.4,0.204,55.1,0.118,129.7,0.118,101.9,0.355,94.4,A
9200,Archdiocese of Indianapolis,B510,Pope John XXIII Elementary School,59.6,0.5,98.4,0.5,,,,,,,79.0,C
9200,Archdiocese of Indianapolis,B515,Saint Mary School,82.8,0.5,95.6,0.5,,,,,,,89.2,B
9200,Archdiocese of Indianapolis,B518,St Rose of Lima School,59.9,0.5,100.1,0.5,,,,,,,80.0,B
9200,Archdiocese of Indianapolis,B535,Our Lady of the Greenwood School,78.3,0.5,121.7,0.5,,,,,,,100.0,A
9200,Archdiocese of Indianapolis,B540,SS Francis and Clare Catholic Sch,80.7,0.5,113.2,0.5,,,,,,,97.0,A
9200,Archdiocese of Indianapolis,C160,Saint Vincent DePaul School,85.9,0.5,100.2,0.5,,,,,,,93.1,A
9200,Archdiocese of Indianapolis,C265,Nativity Catholic School,77.1,0.5,100,0.5,,,,,,,88.6,B
9200,Archdiocese of Indianapolis,C280,Saint Lawrence School,42.9,0.5,99.8,0.5,,,,,,,71.4,C
9200,Archdiocese of Indianapolis,C295,Saint Barnabas School,79.6,0.5,104.7,0.5,,,,,,,92.2,A
9200,Archdiocese of Indianapolis,C300,Saint Jude Elementary School,75.9,0.5,103.7,0.5,,,,,,,89.8,B
9200,Archdiocese of Indianapolis,C305,Saint Mark School,74.8,0.5,120.9,0.5,,,,,,,97.9,A
9200,Archdiocese of Indianapolis,C310,Saint Roch School,80.5,0.5,87.2,0.5,,,,,,,83.9,B
9200,Archdiocese of Indianapolis,C320,Roncalli High School,,,,,72.2,0.2,110.1,0.2,100.2,0.6,96.6,A
9200,Archdiocese of Indianapolis,C360,Brebeuf Jesuit Preparatory School,,,,,90,0.2,122.6,0.2,100,0.6,102.5,A
9200,Archdiocese of Indianapolis,C390,Holy Spirit School,57.5,0.5,113.1,0.5,,,,,,,85.3,B
9200,Archdiocese of Indianapolis,C435,Saint Luke School,84.6,0.5,101,0.5,,,,,,,92.8,A
9200,Archdiocese of Indianapolis,C440,Saint Matthew School,73,0.5,111.9,0.5,,,,,,,92.5,A
9200,Archdiocese of Indianapolis,C445,Saint Monica School,63,0.5,106.5,0.5,,,,,,,84.8,B
9200,Archdiocese of Indianapolis,C450,Saint Pius X School,80.5,0.5,95.6,0.5,,,,,,,88.1,B
9200,Archdiocese of Indianapolis,C545,Holy Name Catholic School,58.4,0.5,99.8,0.5,,,,,,,79.1,C
9200,Archdiocese of Indianapolis,C585,Christ The King School,86.3,0.5,97,0.5,,,,,,,91.7,A
9200,Archdiocese of Indianapolis,C590,Holy Angels Catholic School,30.6,0.5,113.6,0.5,,,,,,,72.1,C
9200,Archdiocese of Indianapolis,C595,Holy Cross Central School,33,0.5,84.1,0.5,,,,,,,58.6,F
9200,Archdiocese of Indianapolis,C600,Immaculate Heart of Mary School,94.3,0.5,121.4,0.5,,,,,,,107.9,A
9200,Archdiocese of Indianapolis,C605,Our Lady Of Lourdes School,68.5,0.5,103.5,0.5,,,,,,,86.0,B
9200,Archdiocese of Indianapolis,C615,St Anthony Catholic School,,,106.2,1,,,,,,,106.2,A
9200,Archdiocese of Indianapolis,C623,Providence Cristo Rey High School,,,,,27.3,0.2,83.5,0.2,100,0.6,82.2,B
9200,Archdiocese of Indianapolis,C625,Central Catholic School,49.2,0.5,114.6,0.5,,,,,,,81.9,B
9200,Archdiocese of Indianapolis,C645,Saint Joan Of Arc School,68,0.5,88.7,0.5,,,,,,,78.4,C
9200,Archdiocese of Indianapolis,C650,St Michael The Archangel School,44.2,0.5,96.1,0.5,,,,,,,70.2,C
9200,Archdiocese of Indianapolis,C655,Saint Philip Neri School,36.5,0.5,103.3,0.5,,,,,,,69.9,D
9200,Archdiocese of Indianapolis,C665,Saint Simon The Apostle School,89.2,0.5,114.3,0.5,,,,,,,101.8,A
9200,Archdiocese of Indianapolis,C670,St Therese Little Flower School,57.2,0.5,111,0.5,,,,,,,84.1,B
9200,Archdiocese of Indianapolis,C675,Saint Thomas Aquinas School,87.5,0.5,117.4,0.5,,,,,,,102.5,A
9200,Archdiocese of Indianapolis,C700,Cathedral High School,,,,,72.6,0.2,117.1,0.2,100.6,0.6,98.3,A
9200,Archdiocese of Indianapolis,C705,Bishop Chatard High School,,,,,71.9,0.2,102.4,0.2,100.3,0.6,95.0,A
9200,Archdiocese of Indianapolis,C710,Scecina Memorial High School,,,,,40.3,0.2,108.2,0.2,100.5,0.6,90.0,A
9200,Archdiocese of Indianapolis,C715,Cardinal Ritter High School,69.9,0.067,133.7,0.067,60.5,0.173,140.7,0.173,100.4,0.519,100.6,A
9200,Archdiocese of Indianapolis,C795,Saint Christopher School,70.8,0.5,115.8,0.5,,,,,,,93.3,A
9200,Archdiocese of Indianapolis,C900,Saint Charles Boromeo School,89.9,0.5,126.9,0.5,,,,,,,108.4,A
9200,Archdiocese of Indianapolis,D130,Saint Louis School,75.4,0.5,90.5,0.5,,,,,,,83.0,B
9200,Archdiocese of Indianapolis,D135,Oldenburg Academy,,,,,53.7,0.2,65.5,0.2,100,0.6,83.8,B
9200,Archdiocese of Indianapolis,D140,Saint Mary Elementary School,65.7,0.5,88.7,0.5,,,,,,,77.2,C
9200,Archdiocese of Indianapolis,D335,Saint Joseph School,61.3,0.5,113.1,0.5,,,,,,,87.2,B
9200,Archdiocese of Indianapolis,D720,Saint Patrick School,79.5,0.5,114.1,0.5,,,,,,,96.8,A
9200,Archdiocese of Indianapolis,D840,Seton Catholic Elementary,78.5,0.5,108.2,0.5,,,,,,,93.4,A
9200,Archdiocese of Indianapolis,D842,Seton Catholic High School,66.1,0.2,58.3,0.2,65.8,0.24,,,100,0.36,76.7,C
9205,Diocese of Gary,B755,Aquinas School at St Andrew's,70.1,0.5,99.6,0.5,,,,,,,84.9,B
9205,Diocese of Gary,B760,Andrean High School,,,,,58,0.2,104.3,0.2,97.2,0.6,90.8,A
9205,Diocese of Gary,B775,Saint Michael School,82.8,0.5,120.2,0.5,,,,,,,101.5,A
9205,Diocese of Gary,B780,Saint John Evangelist School,88.8,0.5,120.7,0.5,,,,,,,104.8,A
9205,Diocese of Gary,B835,Saint Mary Catholic Comm School,84.8,0.5,106.3,0.5,,,,,,,95.6,A
9205,Diocese of Gary,B865,St Stanislaus School,58.4,0.5,104,0.5,,,,,,,81.2,B
9205,Diocese of Gary,B930,Saint Mary School,62.9,0.5,104.1,0.5,,,,,,,83.5,B
9205,Diocese of Gary,B950,Saint Casimir School,57.8,0.5,96.9,0.5,,,,,,,77.4,C
9205,Diocese of Gary,B960,Saint John Bosco School,52,0.5,110.1,0.5,,,,,,,81.1,B
9205,Diocese of Gary,B965,Saint John The Baptist School,65.6,0.5,100.6,0.5,,,,,,,83.1,B
9205,Diocese of Gary,B970,Bishop Noll Institute,,,,,49.6,0.2,102.5,0.2,100,0.6,90.4,A
9205,Diocese of Gary,C025,Our Lady Of Grace School,75.7,0.5,97.2,0.5,,,,,,,86.5,B
9205,Diocese of Gary,C060,Saint Thomas More School,71,0.5,91.9,0.5,,,,,,,81.5,B
9205,Diocese of Gary,C105,Notre Dame Catholic School,,,,,,,,,,,,Appeal Pending
9205,Diocese of Gary,C110,Queen Of All Saints School,,,,,,,,,,,,Appeal Pending
9205,Diocese of Gary,C120,Saint Stanislaus Kostka School,63.7,0.5,103.4,0.5,,,,,,,83.6,B
9205,Diocese of Gary,C125,Marquette Catholic High School,,,,,57.7,0.2,112.9,0.2,88.8,0.6,87.4,B
9205,Diocese of Gary,D050,Saint Patrick School,99,0.5,120.5,0.5,,,,,,,109.8,A
9205,Diocese of Gary,D065,Nativity of Our Savior School,74.1,0.5,111.5,0.5,,,,,,,92.8,A
9205,Diocese of Gary,D085,Saint Paul Catholic School,87.7,0.5,98.4,0.5,,,,,,,93.1,A
9210,Diocese of Lafayette Catholic Sch,A470,Sacred Heart School,80,0.5,117.9,0.5,,,,,,,99.0,A
9210,Diocese of Lafayette Catholic Sch,A790,Saint Lawrence School,78.8,0.5,105.4,0.5,,,,,,,92.1,A
9210,Diocese of Lafayette Catholic Sch,A795,Saint Mary School,75.4,0.5,113.7,0.5,,,,,,,94.6,A
9210,Diocese of Lafayette Catholic Sch,B155,Saint Paul Parish School,68.2,0.5,82.8,0.5,,,,,,,75.5,C
9210,Diocese of Lafayette Catholic Sch,B215,Our Lady Of Mt Carmel School,91.1,0.5,102,0.5,,,,,,,96.6,A
9210,Diocese of Lafayette Catholic Sch,B216,Saint Maria Goretti School,93.3,0.5,108.8,0.5,,,,,,,101.1,A
9210,Diocese of Lafayette Catholic Sch,B227,Saint Louis de Montfort School,92.9,0.5,116.7,0.5,,,,,,,104.8,A
9210,Diocese of Lafayette Catholic Sch,B246,Our Lady of Grace School,85.3,0.5,109.5,0.5,,,,,,,97.4,A
9210,Diocese of Lafayette Catholic Sch,B249,Guerin Catholic High School,,,,,82.7,0.2,119.7,0.2,100,0.6,100.5,A
9210,Diocese of Lafayette Catholic Sch,B395,Sts Joan of Arc & Patrick School,76.9,0.5,105.8,0.5,,,,,,,91.4,A
9210,Diocese of Lafayette Catholic Sch,B475,Saint Augustine School,91.7,0.5,97.7,0.5,,,,,,,94.7,A
9210,Diocese of Lafayette Catholic Sch,C190,Saint Mary School,55.7,0.5,87.6,0.5,,,,,,,71.7,C
9210,Diocese of Lafayette Catholic Sch,C211,Holy Cross School,,,90.7,1,,,,,,,90.7,A
